Citing_DOI	Citing_Year	Cited_DOI	Cited_Year
10.1109/69.542029	1996	10.1016/0743-1066(92)90007-p	1992
10.1109/69.542029	1996	10.1109/2.116884	1991
10.1109/69.542029	1996	10.1109/sfcs.1983.12	1983
10.1109/69.542029	1996	10.1145/115790.115795	1991
10.1109/69.542029	1996	10.1016/s0019-9958(82)91022-1	1982
10.1109/69.542029	1996	10.1007/978-3-642-83189-8	1987
10.1109/69.542029	1996	10.1007/3-540-56804-2_26	1993
10.1109/69.542029	1996	10.1016/0890-5401(92)90061-j	1992
10.1109/69.542029	1996	10.1145/96602.96604	1990
10.1109/69.542029	1996	10.1007/bf00244275	1985
10.1109/69.542029	1996	10.1145/176567.176571	1994
10.1109/69.542029	1996	10.1145/308386.308444	1988
10.1109/69.542029	1996	10.1145/73721.73722	1989
10.1109/69.542029	1996	10.1007/bf00881864	1993
10.1109/69.542029	1996	10.1109/2.121508	1992
10.1109/69.542029	1996	10.1145/170035.170118	1993
10.1109/69.542029	1996	10.1007/3-540-54059-8_83	1991
10.1109/69.476502	1995	10.1145/170088.170454	1993
10.1109/69.476502	1995	10.1109/69.50903	1990
10.1109/69.476502	1995	10.1109/69.50905	1990
10.1109/69.476502	1995	10.1145/602259.602261	1984
10.1109/69.476502	1995	10.1145/98457.98766	1990
10.1109/69.476502	1995	10.1109/2.60877	1990
10.1109/69.476502	1995	10.1145/42411.42415	1988
10.1109/69.476502	1995	10.1109/12.260633	1993
10.1109/69.476502	1995	10.1109/icde.1995.380411	1995
10.1109/69.476502	1995	10.1007/bf03037022	1983
10.1109/69.476502	1995	10.1109/dpds.1988.675008	1988
10.1109/69.476502	1995	10.1109/icde.1989.47254	1989
10.1109/69.476502	1995	10.1109/t-c.1975.224157	1975
10.1109/69.476502	1995	10.1016/0020-0190(89)90207-x	1989
10.1109/69.476502	1995	10.1145/5922.5638	1986
10.1109/69.476502	1995	10.1145/67544.66937	1989
10.1109/69.476502	1995	10.1109/icde.1991.131467	1991
10.1109/69.687981	1998	10.1145/167293.167322	1992
10.1109/69.687981	1998	10.1145/50020.50062	1988
10.1145/290593.290597	1998	10.1145/16894.16861	1986
10.1145/290593.290597	1998	10.1145/233269.233364	1996
10.1145/290593.290597	1998	10.1145/223784.223849	1995
10.1145/290593.290597	1998	10.1109/69.599937	1997
10.1145/290593.290597	1998	10.1145/170035.170066	1993
10.1145/290593.290597	1998	10.1145/233269.233365	1996
10.1145/290593.290597	1998	10.1109/pdis.1996.568677	1996
10.1145/290593.290597	1998	10.1109/69.91063	1991
10.1145/290593.290597	1998	10.1145/233269.233361	1996
10.1145/290593.290597	1998	10.1145/223784.223848	1995
10.1145/984523.984525	1983	10.1007/bf00288683	1972
10.1145/984523.984525	1983	10.1016/0306-4379(80)90064-2	1980
10.1145/984523.984525	1983	10.1145/319540.319565	1981
10.1145/290593.290596	1998	10.1145/93597.98741	1990
10.1145/290593.290596	1998	10.1145/253260.253263	1997
10.1145/290593.290596	1998	10.1145/263661.263671	1997
10.1145/290593.290596	1998	10.1109/2.410149	1995
10.1145/290593.290596	1998	10.1109/2.410146	1995
10.1145/290593.290596	1998	10.1145/355744.355745	1977
10.1145/290593.290596	1998	10.1145/602259.602266	1984
10.1145/290593.290596	1998	10.1145/223784.223812	1995
10.1145/290593.290596	1998	10.1109/2.410150	1995
10.1145/290593.290596	1998	10.1145/223784.223794	1995
10.1145/290593.290596	1998	10.1109/icde.1996.492202	1996
10.1145/362084.362104	2000	10.1145/191839.191886	1994
10.1145/362084.362104	2000	10.1109/ssdm.1998.688109	1998
10.1145/362084.362104	2000	10.1145/303976.304002	1999
10.1145/362084.362104	2000	10.1145/330560.330692	1998
10.1145/362084.362104	2000	10.1007/3-540-48344-6_10	1999
10.1145/362084.362104	2000	10.1007/3-540-48482-5_9	1999
10.1145/362084.362104	2000	10.1109/dexa.1999.795204	1999
10.1145/362084.362104	2000	10.1007/3-540-56869-7_22	1993
10.1145/362084.362104	2000	10.1109/ssdm.1998.688117	1998
10.1145/362084.362104	2000	10.1007/3-540-48482-5_11	1999
10.1145/362084.362104	2000	10.1109/mmcs.1996.535011	1996
10.1145/362084.362104	2000	10.1145/234889.234891	1996
10.1145/984514.984520	1982	10.1016/0306-4379(81)90034-x	1981
10.1145/333607.333616	1999	10.1145/306101.306137	1998
10.1145/333607.333616	1999	10.1016/s0306-4379(96)00006-3	1996
10.1145/333607.333616	1999	10.1109/69.553155	1996
10.1145/333607.333616	1999	10.1016/0020-0255(96)00119-3	1996
10.1145/333607.333616	1999	10.1145/288627.288679	1998
10.1145/333607.333616	1999	10.1007/bfb0022020	1997
10.1145/333607.333616	1999	10.1145/846170.846172	1999
10.1145/309844.310066	1999	10.1145/27633.27634	1986
10.1145/309844.310066	1999	10.1007/3-540-60608-4_54	1995
10.1145/309844.310066	1999	10.1109/coopis.1998.706185	1998
10.1145/309844.310066	1999	10.1142/s0218843098000027	1998
10.1145/309844.310066	1999	10.1145/210376.210378	1995
10.1145/309844.310066	1999	10.1145/96602.96604	1990
10.1145/273244.390004	1998	10.1145/320473.320482	1976
10.1145/273244.390004	1998	10.1145/582192.582226	1983
10.1145/273244.390004	1998	10.1145/128765.128770	1992
10.1145/273244.390004	1998	10.1145/319628.319663	1981
10.1145/273244.273264	1998	10.1145/236017.236027	1996
10.1145/273244.273264	1998	10.1145/93597.98741	1990
10.1145/273244.273264	1998	10.1109/icde.1997.581883	1997
10.1145/273244.273264	1998	10.1145/77626.79170	1990
10.1145/273244.273264	1998	10.1007/bf00288933	1974
10.1145/273244.273264	1998	10.1109/icde.1996.492099	1996
10.1145/273244.273264	1998	10.1145/602259.602266	1984
10.1145/273244.273264	1998	10.1145/258915.258946	1997
10.1145/273244.273264	1998	10.1145/253260.253335	1997
10.1145/273244.273264	1998	10.1109/69.683759	1998
10.1145/273244.273264	1998	10.1145/253260.253342	1997
10.1145/273244.273264	1998	10.1145/170035.170038	1993
10.1145/273244.273265	1998	10.1023/a:1008674905987	1997
10.1145/273244.273265	1998	10.1145/238355.238460	1996
10.1145/984540.984546	1984	10.1145/984523.984524	1983
10.1145/344788.344815	2000	10.1016/0306-4573(94)90014-0	1994
10.1145/344788.344815	2000	10.1145/342009.335405	2000
10.1145/344788.344815	2000	10.1109/tit.1977.1055714	1977
10.1145/362084.362101	2000	10.1023/a:1009618102731	1998
10.1145/362084.362101	2000	10.1109/69.234776	1993
10.1145/362084.362101	2000	10.1016/0020-0255(95)00289-8	1996
10.1145/362084.362101	2000	10.1023/a:1009790715467	1997
10.1145/362084.362101	2000	10.1109/69.667085	1998
10.1145/362084.362101	2000	10.1016/0306-4379(95)00031-x	1995
10.1145/362084.362101	2000	10.1016/s0004-3702(97)00046-5	1997
10.1145/362084.362101	2000	10.1109/69.738355	1998
10.1145/362084.362101	2000	10.1080/02693799108927841	1991
10.1145/362084.362101	2000	10.1109/69.273029	1994
10.1145/362084.362101	2000	10.1007/3-540-60392-1_1	1995
10.1145/362084.362101	2000	10.1007/3-540-63238-7_36	1997
10.1145/362084.362101	2000	10.1145/291128.291129	1998
10.1145/362084.362101	2000	10.1109/69.755614	1999
10.1145/362084.362101	2000	10.1023/a:1009769705164	1998
10.1145/344816.344853	1999	10.1007/3-540-62222-5_33	1997
10.1145/344816.344853	1999	10.1145/275487.275516	1998
10.1145/344816.344853	1999	10.1007/s007990050005	1997
10.1145/344816.344853	1999	10.1145/588058.588095	1983
10.1145/344816.344853	1999	10.1145/233269.233368	1996
10.1145/344816.344853	1999	10.1145/263661.263675	1997
10.1145/344816.344853	1999	10.1109/icde.1995.380392	1995
10.1145/344816.344853	1999	10.1109/icde.1998.655752	1998
10.1145/344816.344853	1999	10.1145/362384.362685	1970
10.1145/344816.344853	1999	10.1145/1634.1886	1984
10.1145/344816.344853	1999	10.1145/212433.220198	1995
10.1145/344816.344853	1999	10.1145/262762.262770	1997
10.1145/344816.344853	1999	10.1145/253260.253403	1997
10.1145/344816.344853	1999	10.1109/icde.1995.380386	1995
10.1145/344816.344853	1999	10.1145/304182.304222	1999
10.1145/344816.344853	1999	10.1145/122050.122054	1991
10.1145/344816.344853	1999	10.1007/3-540-57818-8_43	1994
10.1145/306101.306102	1998	10.1142/s021884309700015x	1997
10.1145/306101.306102	1998	10.1007/bfb0013570	1996
10.1145/306101.306102	1998	10.1109/ideas.1997.625675	1997
10.1145/306101.306102	1998	10.1145/306101.306112	1998
10.1145/306101.306102	1998	10.1145/274440.274441	1998
10.1145/306101.306102	1998	10.1145/306101.306105	1998
10.1145/306101.306102	1998	10.1109/4236.623967	1997
10.1145/306101.306102	1998	10.1109/4236.643933	1997
10.1145/344788.344803	2000	10.1016/0020-0190(94)00176-y	1995
10.1145/344788.344803	2000	10.1145/7239.7350	1986
10.1145/344788.344803	2000	10.1145/93597.98741	1990
10.1145/344788.344803	2000	10.1145/152610.152611	1993
10.1145/344788.344803	2000	10.1145/602259.602266	1984
10.1145/344788.344803	2000	10.1145/181550.181560	1994
10.1145/344788.344803	2000	10.1145/191246.191298	1994
10.1145/344788.344803	2000	10.1109/69.599935	1997
10.1145/344788.344803	2000	10.1109/icde.1994.283041	1994
10.1145/344788.344803	2000	10.1145/22952.22956	1987
10.1145/362084.362140	2000	10.1145/344788.344822	2000
10.1145/290593.290602	1998	10.1145/291069.291026	1998
10.1145/290593.290602	1998	10.1145/253260.253322	1997
10.1145/290593.290602	1998	10.1145/320064.320065	1979
10.1145/290593.290602	1998	10.1109/tc.1979.1675381	1979
10.1145/290593.290602	1998	10.1007/978-3-642-69419-6_10	1983
10.1145/290593.290602	1998	10.1109/tc.1979.1675379	1979
10.1145/290593.290602	1998	10.1145/223784.223864	1995
10.1145/290593.290602	1998	10.1016/s0065-2458(08)60047-9	1989
10.1145/290593.290602	1998	10.1109/isca.1998.694759	1998
10.1145/290593.290602	1998	10.1145/320434.320447	1976
10.1145/290593.290602	1998	10.1145/195473.195524	1994
10.1145/290593.290602	1998	10.1145/1499949.1500024	1975
10.1145/290593.290602	1998	10.1145/238721.238773	1996
10.1145/290593.290602	1998	10.1109/tc.1979.1675383	1979
10.1145/290593.290602	1998	10.1109/2.642814	1997
10.1145/290593.290602	1998	10.1145/1282480.1282518	1975
10.1145/290593.290604	1998	10.1145/245882.245907	1996
10.1145/362084.362137	2000	10.1109/icde.1996.492216	1996
10.1145/362084.362137	2000	10.1145/356770.356776	1979
10.1145/362084.362137	2000	10.1145/214956.214963	1985
10.1145/362084.362137	2000	10.1145/62032.62033	1989
10.1145/362084.362137	2000	10.1145/211990.212001	1995
10.1145/362084.362137	2000	10.1145/152610.152611	1993
10.1145/362084.362137	2000	10.1109/icde.1998.655800	1998
10.1145/362084.362137	2000	10.1007/s007780050043	1997
10.1145/362084.362137	2000	10.1007/s007780050016	1996
10.1145/362084.362137	2000	10.1145/133160.133210	1992
10.1145/362084.362137	2000	10.1109/icde.1995.380352	1995
10.1145/362084.362137	2000	10.1145/163090.163096	1993
10.1145/362084.362137	2000	10.1016/0306-4379(83)90030-3	1983
10.1145/362084.362137	2000	10.1147/sj.124.0351	1973
10.1145/362084.362137	2000	10.1109/mc.1984.1659158	1984
10.1145/362084.362137	2000	10.1145/214762.214771	1987
10.1145/362084.362137	2000	10.1109/icde.1994.283001	1994
10.1145/344816.344839	1999	10.1145/306101.306137	1998
10.1145/344816.344839	1999	10.1109/icde.1999.754942	1999
10.1145/344788.344794	2000	10.1145/306101.306137	1998
10.1145/344788.344794	2000	10.1145/290593.290605	1998
10.1145/306101.306112	1998	10.1142/s0218843096000051	1996
10.1145/306101.306112	1998	10.1016/s0065-2458(08)60477-5	1986
10.1145/309844.309895	1999	10.1145/191246.191322	1994
10.1145/309844.309895	1999	10.1145/253260.253400	1997
10.1145/309844.309895	1999	10.1007/bf02262753	1996
10.1145/309844.309895	1999	10.1145/280765.280897	1998
10.1145/309844.309895	1999	10.1145/211782.211817	1995
10.1145/309844.309895	1999	10.1007/bf01263333	1993
10.1145/309844.309895	1999	10.1109/69.649313	1997
10.1145/309844.309895	1999	10.1016/0743-1066(94)90035-3	1994
10.1145/309844.309895	1999	10.1145/361219.361220	1975
10.1145/309844.309895	1999	10.1109/coopis.1996.554955	1996
10.1145/309844.309895	1999	10.1016/0004-3702(91)90078-x	1991
10.1145/309844.309895	1999	10.1016/s0743-1066(99)00026-6	2000
10.1145/309844.309895	1999	10.1145/222124.222135	1995
10.1145/290593.290595	1998	10.1145/176789.176804	1994
10.1145/290593.290595	1998	10.1145/271074.271077	1997
10.1145/290593.290595	1998	10.1145/4879.4995	1985
10.1145/290593.290595	1998	10.1145/102675.102676	1990
10.1145/273244.273271	1998	10.1145/230798.230809	1996
10.1145/273244.273271	1998	10.1145/98163.98172	1990
10.1145/273244.273271	1998	10.1145/62083.62109	1988
10.1145/362084.362136	2000	10.1006/jcss.1999.1632	1999
10.1145/362084.362136	2000	10.1145/335168.335213	2000
10.1145/362084.362136	2000	10.1145/347476.347477	2000
10.1145/362084.362136	2000	10.1137/s0097539798342484	2000
10.1145/362084.362136	2000	10.1109/lics.2000.855755	2000
10.1145/362084.362136	2000	10.1145/335168.335218	2000
10.1145/362084.362136	2000	10.1145/335168.335215	2000
10.1145/362084.362136	2000	10.1109/lics.2000.855783	2000
10.1145/362084.362136	2000	10.1016/s0304-3975(96)00194-6	1997
10.1145/362084.362136	2000	10.1145/263661.263666	1997
10.1145/362084.362136	2000	10.1006/jcss.1995.1051	1995
10.1145/362084.362136	2000	10.1145/335168.335214	2000
10.1145/362084.362136	2000	10.1016/s0020-0190(96)00140-8	1996
10.1145/362084.362136	2000	10.1145/182591.182640	1994
10.1145/306101.306124	1998	10.1145/221270.221321	1995
10.1145/306101.306124	1998	10.1109/icde.1995.380415	1995
10.1145/306101.306124	1998	10.1109/64.585106	1997
10.1145/306101.306124	1998	10.1145/248603.248616	1997
10.1145/306101.306124	1998	10.1007/bf03325089	1999
10.1145/306101.306124	1998	10.1109/icdcs.1996.507986	1996
10.1145/306101.306124	1998	10.1145/240455.240473	1996
10.1145/306101.306124	1998	10.1145/233269.233333	1996
10.1145/306101.306124	1998	10.1007/bf01263333	1993
10.1145/306101.306124	1998	10.1016/0169-7552(96)00051-7	1996
10.1145/306101.306124	1998	10.1109/adl.1998.670376	1998
10.1145/290593.290598	1998	10.1145/271074.271094	1997
10.1145/290593.290598	1998	10.1109/icde.1986.7266204	1986
10.1145/362084.362142	2000	10.1145/170035.170072	1993
10.1145/362084.362142	2000	10.1109/icde.1995.380415	1995
10.1145/362084.362142	2000	10.1145/253260.253325	1997
10.1145/362084.362142	2000	10.1145/248603.248616	1997
10.1145/362084.362142	2000	10.1109/69.553155	1996
10.1145/362084.362142	2000	10.1109/icde.1996.492099	1996
10.1145/362084.362142	2000	10.1145/273244.273273	1998
10.1145/362084.362142	2000	10.1145/233269.233333	1996
10.1145/362084.362142	2000	10.1145/191246.191314	1994
10.1145/362084.362142	2000	10.1145/304182.304215	1999
10.1145/362084.362142	2000	10.1145/846183.846191	2000
10.1145/362084.362142	2000	10.1145/253260.253277	1997
10.1145/362084.362142	2000	10.1145/276304.276344	1998
10.1145/362084.362142	2000	10.1145/276304.276307	1998
10.1145/362084.362142	2000	10.1145/223784.223813	1995
10.1145/362084.362142	2000	10.1109/ssdm.1999.787618	1999
10.1145/362084.362142	2000	10.1145/233269.233342	1996
10.1145/362084.362142	2000	10.1145/253260.253276	1997
10.1145/362084.362142	2000	10.1007/bfb0014140	1996
10.1145/362084.362142	2000	10.1007/bfb0100984	1998
10.1145/362084.362142	2000	10.1109/icde.1994.283048	1994
10.1145/362084.362142	2000	10.1109/69.553165	1996
10.1145/362084.362142	2000	10.1145/276304.276306	1998
10.1145/362084.362142	2000	10.1145/304182.304199	1999
10.1145/362084.362142	2000	10.1109/ssdm.1999.787618	1999
10.1145/362084.362142	2000	10.1145/253260.253288	1997
10.1145/362084.362142	2000	10.1109/adl.1998.670376	1998
10.1145/344788.344822	2000	10.1145/303976.303977	1999
10.1145/344788.344822	2000	10.1007/s007990050005	1997
10.1145/344788.344822	2000	10.1016/s1389-1286(99)00014-6	1999
10.1145/344788.344822	2000	10.1016/s1389-1286(99)00020-1	1999
10.1145/344788.344822	2000	10.1145/304182.304233	1999
10.1145/290593.290607	1998	10.1145/276304.276309	1998
10.1145/290593.290607	1998	10.1007/s007780050071	1999
10.1145/290593.290607	1998	10.1007/bfb0100990	1998
10.1145/290593.290607	1998	10.1145/233269.233361	1996
10.1145/290593.290607	1998	10.1145/223784.223817	1995
10.1145/290593.290607	1998	10.1007/3-540-62222-5_53	1997
10.1145/290593.290607	1998	10.1145/253260.253353	1997
10.1145/290593.290607	1998	10.1007/3-540-64823-2_12	1997
10.1145/290593.290607	1998	10.1023/a:1008640732416	1997
10.1145/290593.290607	1998	10.1145/191839.191869	1994
10.1145/290593.290607	1998	10.1109/pdis.1994.331726	1994
10.1145/290593.290607	1998	10.1145/253260.253299	1997
10.1145/290593.290607	1998	10.1145/265563.265573	1997
10.1145/290593.290607	1998	10.1145/266180.266382	1997
10.1145/290593.290607	1998	10.1145/244130.244151	1996
10.1145/290593.290607	1998	10.1145/244130.244145	1996
10.1145/290593.290607	1998	10.1117/12.298436	1998
10.1145/290593.290607	1998	10.1109/93.621578	1997
10.1145/290593.290607	1998	10.1145/225014.225043	1995
10.1145/290593.290607	1998	10.1109/icde.1997.582026	1997
10.1145/290593.290607	1998	10.1145/276627.276655	1998
10.1145/306101.306119	1998	10.1023/a:1008754511383	1999
10.1145/344788.344799	2000	10.1109/icde.1997.581777	1997
10.1145/344788.344799	2000	10.1109/icde.1996.492099	1996
10.1145/344788.344799	2000	10.1145/237661.237688	1996
10.1145/344788.344799	2000	10.1007/bfb0100983	1998
10.1145/344788.344799	2000	10.1109/ssdm.1997.621175	1997
10.1145/344788.344799	2000	10.1145/238355.238444	1996
10.1145/344788.344799	2000	10.1109/69.234778	1993
10.1145/344788.344799	2000	10.1007/3-540-52342-1_18	1990
10.1145/344788.344799	2000	10.1109/tse.1985.231851	1985
10.1145/344788.344799	2000	10.1145/263661.263682	1997
10.1145/344816.344869	1999	10.1109/icde.1997.581777	1997
10.1145/344816.344869	1999	10.1109/dexa.1998.707403	1998
10.1145/344816.344869	1999	10.1145/234889.234901	1996
10.1145/344816.344869	1999	10.1007/3-540-64823-2_18	1997
10.1145/344816.344869	1999	10.1007/bfb0100985	1998
10.1145/344816.344869	1999	10.1109/ssdm.1998.688113	1998
10.1145/344816.344869	1999	10.1109/icde.1996.492099	1996
10.1145/344816.344869	1999	10.1145/253260.253344	1997
10.1145/344816.344869	1999	10.1109/ssdm.1998.688112	1998
10.1145/344816.344869	1999	10.1007/bfb0100983	1998
10.1145/344816.344869	1999	10.1109/ssdm.1997.621175	1997
10.1145/344816.344869	1999	10.1145/238355.238444	1996
10.1145/344816.344869	1999	10.1145/318898.318899	1985
10.1145/344816.344869	1999	10.1145/32204.32219	1987
10.1145/344816.344869	1999	10.1145/122050.122051	1991
10.1145/344816.344869	1999	10.1145/263661.263682	1997
10.1145/344816.344869	1999	10.1109/ssdm.1998.688111	1998
10.1145/306101.306133	1998	10.1145/276304.276330	1998
10.1145/306101.306133	1998	10.1145/271074.271078	1997
10.1145/306101.306133	1998	10.1007/bfb0052514	1998
10.1145/306101.306133	1998	10.1007/3-540-49653-x_8	1998
10.1145/306101.306133	1998	10.1145/274644.274700	1998
10.1145/306101.306133	1998	10.1145/258549.258563	1997
10.1145/344788.344789	2000	10.1007/3-540-48054-4_5	1999
10.1145/344788.344789	2000	10.1007/3-540-48054-4	1999
10.1145/344788.344789	2000	10.1145/249978.249980	1997
10.1145/344788.344789	2000	10.1007/3-540-48054-4_3	1999
10.1145/344788.344789	2000	10.1007/3-540-48054-4_1	1999
10.1145/344788.344789	2000	10.1007/3-540-48054-4_4	1999
10.1145/344788.344789	2000	10.1007/3-540-48054-4_10	1999
10.1145/344788.344789	2000	10.1007/3-540-48054-4_9	1999
10.1145/344788.344789	2000	10.1007/3-540-48054-4_2	1999
10.1145/344788.344789	2000	10.1007/3-540-48054-4_7	1999
10.1145/344788.344789	2000	10.1007/3-540-48054-4_6	1999
10.1145/344788.344789	2000	10.1109/dexa.1999.795205	1999
10.1145/344788.344789	2000	10.1145/846170.846173	1999
10.1145/344788.344789	2000	10.1007/3-540-48054-4_8	1999
10.1145/344788.344789	2000	10.1007/3-540-48054-4_11	1999
10.1145/306101.306109	1998	10.1007/bfb0053408	1998
10.1145/306101.306109	1998	10.1145/273244.273265	1998
10.1145/306101.306109	1998	10.1145/273244.273267	1998
10.1145/306101.306115	1998	10.1145/267658.267736	1997
10.1145/306101.306115	1998	10.1145/280765.280847	1998
10.1145/306101.306115	1998	10.1109/2.589910	1997
10.1145/309844.309883	1999	10.1109/caivd.1998.646036	1998
10.1145/309844.309883	1999	10.1002/(sici)1097-4571(199009)41:6<391::aid-asi1>3.0.co;2-9	1990
10.1145/309844.309883	1999	10.1117/12.263406	1997
10.1145/309844.309883	1999	10.1117/12.143647	1993
10.1145/309844.309883	1999	10.1109/mmcs.1994.292432	1994
10.1145/273244.273251	1998	10.1145/191839.191915	1994
10.1145/273244.273251	1998	10.1145/582095.582099	1979
10.1145/273244.273251	1998	10.1145/170035.170038	1993
10.1145/273244.273267	1998	10.1145/233269.233368	1996
10.1145/273244.273267	1998	10.1145/191839.191901	1994
10.1145/273244.273267	1998	10.1109/4236.612222	1997
10.1145/273244.273267	1998	10.1109/icde.1995.380386	1995
10.1145/290593.290608	1998	10.1109/icde.1998.655771	1998
10.1145/290593.290608	1998	10.1145/276304.276345	1998
10.1145/309844.310060	1999	10.1145/27633.27634	1986
10.1145/309844.310060	1999	10.1145/253260.253294	1997
10.1145/309844.310060	1999	10.1109/tse.1984.5010292	1984
10.1145/309844.310060	1999	10.1023/a:1008654019654	1997
10.1145/309844.310060	1999	10.1145/191246.191322	1994
10.1145/309844.310060	1999	10.1145/4229.4233	1985
10.1145/309844.310060	1999	10.1109/coopis.1996.554995	1996
10.1145/309844.310060	1999	10.1007/s007780050029	1996
10.1145/309844.310060	1999	10.1023/a:1008626109650	1999
10.1145/309844.310060	1999	10.1145/309844.309895	1999
10.1145/309844.310060	1999	10.1145/96602.96607	1990
10.1145/309844.310060	1999	10.1109/2.121508	1992
10.1145/273244.273254	1998	10.1147/sj.164.0324	1977
10.1145/344816.344850	1999	10.1145/303976.303987	1999
10.1145/344816.344850	1999	10.1145/237661.237673	1996
10.1145/344816.344850	1999	10.1145/276304.276324	1998
10.1145/344816.344850	1999	10.1007/3-540-49257-7_14	1999
10.1145/344816.344850	1999	10.1145/298514.298582	1990
10.1145/273244.273258	1998	10.1145/182.358434	1983
10.1145/273244.273258	1998	10.1016/0306-4379(88)90004-x	1988
10.1145/273244.273258	1998	10.1016/0020-0255(89)90025-x	1989
10.1145/273244.273258	1998	10.1007/s007780050028	1996
10.1145/273244.273258	1998	10.1145/325405.325412	1985
10.1145/273244.273258	1998	10.1109/69.224200	1993
10.1145/273244.273258	1998	10.1109/69.109107	1991
10.1145/273244.273258	1998	10.1145/181550.181560	1994
10.1145/273244.273258	1998	10.1145/153850.153884	1993
10.1145/273244.273258	1998	10.1109/icde.1989.47208	1989
10.1145/273244.273258	1998	10.1145/115790.115807	1991
10.1145/273244.273258	1998	10.1007/978-1-4471-3033-8_13	1995
10.1145/273244.273258	1998	10.1109/69.667079	1998
10.1145/273244.273258	1998	10.1145/115790.115861	1991
10.1145/273244.273258	1998	10.1145/67544.66956	1989
10.1145/273244.273258	1998	10.1007/bfb0034730	1996
10.1145/273244.273258	1998	10.1109/69.404027	1995
10.1145/273244.273258	1998	10.1007/3-540-62222-5_61	1997
10.1145/273244.273258	1998	10.1145/319806.319816	1999
10.1145/273244.273258	1998	10.1109/69.404032	1995
10.1145/273244.273258	1998	10.1016/0306-4379(95)00011-r	1995
10.1145/273244.273258	1998	10.1109/69.599929	1997
10.1145/309844.309870	1999	10.1007/bf00962977	1994
10.1145/344788.344808	2000	10.1145/567752.567763	1979
10.1145/344788.344808	2000	10.1145/28659.28674	1987
10.1145/344788.344808	2000	10.1007/3-540-63792-3_7	1997
10.1145/344788.344808	2000	10.1007/3-540-62222-5_42	1997
10.1145/344788.344808	2000	10.1016/s0020-0190(97)00066-5	1997
10.1145/344788.344808	2000	10.1006/inco.1995.1102	1995
10.1145/344788.344808	2000	10.1145/212433.220204	1995
10.1145/344788.344808	2000	10.1023/a:1018951521198	1997
10.1145/344788.344808	2000	10.1007/bf01530820	1995
10.1145/344788.344808	2000	10.1007/3-540-56039-4_48	1992
10.1145/344788.344808	2000	10.1145/275487.275514	1998
10.1145/344788.344808	2000	10.1109/sfcs.1995.492668	1995
10.1145/344788.344808	2000	10.1016/0020-0190(83)90033-9	1983
10.1145/344788.344808	2000	10.1016/0304-3975(86)90098-8	1986
10.1145/344788.344808	2000	10.1007/3-540-56039-4_56	1992
10.1145/344788.344808	2000	10.1007/3-540-55015-1_26	1991
10.1145/344788.344808	2000	10.1007/3-540-19422-3_9	1987
10.1145/344788.344808	2000	10.1007/3-540-64823-2_13	1997
10.1145/344788.344808	2000	10.1006/jcss.1997.1523	1997
10.1145/344788.344808	2000	10.1007/3-540-49257-7_23	1999
10.1145/344788.344808	2000	10.1006/jcss.1997.1520	1997
10.1145/344788.344808	2000	10.1145/115790.115799	1991
10.1145/309844.309897	1999	10.1142/s0218215793000071	1993
10.1145/309844.309897	1999	10.1109/69.706058	1998
10.1145/309844.309897	1999	10.1109/icde.1997.582032	1997
10.1145/309844.309897	1999	10.1007/bf00872108	1994
10.1145/309844.309897	1999	10.1109/icde.1997.581738	1997
10.1145/309844.309897	1999	10.1145/263661.263668	1997
10.1145/309844.309897	1999	10.1145/219717.219748	1995
10.1145/309844.309897	1999	10.1007/bf00962977	1994
10.1145/309844.309897	1999	10.1007/3-540-62222-5_34	1997
10.1145/290593.290599	1998	10.1145/360363.360369	1976
10.1145/290593.290599	1998	10.1007/978-1-4684-3384-5_3	1977
10.1145/290593.290599	1998	10.1093/comjnl/26.4.360	1983
10.1145/290593.290599	1998	10.1145/320493.320489	1976
10.1145/309844.309886	1999	10.1007/bf01236576	1995
10.1145/309844.309886	1999	10.1016/0306-4573(93)90056-j	1993
10.1145/309844.309886	1999	10.1002/(sici)1097-4571(199501)46:1<52::aid-asi6>3.0.co;2-1	1995
10.1145/309844.309886	1999	10.1145/219717.219748	1995
10.1145/309844.309886	1999	10.1145/223248.223275	1995
10.1145/309844.309886	1999	10.1145/122974.122998	1991
10.1145/309844.309886	1999	10.1145/226931.226956	1996
10.1145/309844.310065	1999	10.1007/3-540-63238-7_39	1997
10.1145/309844.310065	1999	10.1007/3-540-63238-7_38	1997
10.1145/309844.310065	1999	10.1145/93597.98741	1990
10.1145/309844.310065	1999	10.1109/tit.1969.1054385	1969
10.1145/309844.310065	1999	10.1109/mmcs.1996.535012	1996
10.1145/309844.310065	1999	10.1109/2.410146	1995
10.1145/309844.310065	1999	10.1145/602259.602266	1984
10.1145/309844.310065	1999	10.1007/3-540-60159-7_6	1995
10.1145/309844.310065	1999	10.1145/170088.170403	1993
10.1145/309844.310065	1999	10.1145/93597.98742	1990
10.1145/309844.310065	1999	10.1145/223784.223794	1995
10.1145/344816.344857	1999	10.1145/170035.170041	1993
10.1145/344816.344857	1999	10.1145/202660.202668	1995
10.1145/290593.290601	1998	10.1145/234889.234896	1996
10.1145/290593.290601	1998	10.1109/ride.1994.282840	1994
10.1145/290593.290601	1998	10.1145/44203.44208	1988
10.1145/290593.290601	1998	10.1007/bfb0034713	1996
10.1145/290593.290601	1998	10.1145/330560.330672	1998
10.1145/290593.290601	1998	10.1109/icde.1996.492190	1996
