Cited_DOI	Last_Cited_Year
10.1145/231379.231411	2002
10.1145/231379.231433	2002
10.1145/231379.231434	2002
10.1145/231379.231435	2002
10.1145/232616.232622	1999
10.1145/232616.232691	1997
10.1145/232616.232692	1999
10.1145/232753.232755	1998
10.1145/232753.232796	1998
10.1145/232753.232801	1998
10.1145/233013.233039	1999
10.1145/233013.233044	1997
10.1145/233013.233047	1998
10.1145/233269	1997
10.1145/233269.233311	2000
10.1145/233269.233313	2000
10.1145/233269.233315	1996
10.1145/233269.233317	1999
10.1145/233269.233320	1998
10.1145/233269.233321	1998
10.1145/233269.233322	1997
10.1145/233269.233323	1999
10.1145/233269.233324	2001
10.1145/233269.233325	2000
10.1145/233269.233326	2000
10.1145/233269.233327	2000
10.1145/233269.233328	2000
10.1145/233269.233329	1999
10.1145/233269.233330	2001
10.1145/233269.233331	1998
10.1145/233269.233332	1999
10.1145/233269.233333	2001
10.1145/233269.233334	2000
10.1145/233269.233335	2001
10.1145/233269.233336	1997
10.1145/233269.233337	2000
10.1145/233269.233338	2000
10.1145/233269.233340	1999
10.1145/233269.233341	2000
10.1145/233269.233342	2001
10.1145/233269.233344	1998
10.1145/233269.233346	1999
10.1145/233269.233348	1999
10.1145/233269.233351	1999
10.1145/233269.233352	1998
10.1145/233269.233354	1998
10.1145/233269.233356	1999
10.1145/233269.233358	2000
10.1145/233269.233359	2000
10.1145/233269.233360	1999
10.1145/233269.233361	2000
10.1145/233269.233364	2000
10.1145/233269.233365	2000
10.1145/233269.233366	2000
10.1145/233269.233368	2001
10.1145/233269.233369	1999
10.1145/233269.233371	1998
10.1145/233269.280347	1999
10.1145/233269.280349	1999
10.1145/233269.280350	2000
10.1145/233269.280353	1997
10.1145/233269.280355	1999
10.1145/233269.280357	1999
10.1145/233269.280358	1998
10.1145/233269.280359	1998
10.1145/233269.280361	1998
10.1145/233269.280363	1999
10.1145/233551.233554	1998
10.1145/233561.233563	1999
10.1145/234173.234209	1998
10.1145/234313.234362	1999
10.1145/234313.234367	1999
10.1145/234782.234793	1998
10.1145/234782.234800	1999
10.1145/234828.234829	1997
10.1145/234828.234830	1998
10.1145/234828.234831	1997
10.1145/234828.234832	1997
10.1145/234828.234834	1997
10.1145/234828.234838	1999
10.1145/234828.234840	1999
10.1145/234828.234846	1999
10.1145/234828.234847	1997
10.1145/234828.234849	1997
10.1145/234889.234891	2000
10.1145/234889.234893	1998
10.1145/234889.234896	1999
10.1145/234889.234901	1999
10.1145/235321.235322	1999
10.1145/235809.235811	1996
10.1145/236017.236027	1998
10.1145/236017.236042	1997
10.1145/236156.236175	2000
10.1145/2363.2366	2002
10.1145/236337.236371	2002
10.1145/236387.236405	1999
10.1145/236711.236713	2000
10.1145/237090.237144	2002
10.1145/237090.237154	1998
10.1145/237090.237177	1999
10.1145/237091.237119	1997
10.1145/237218.237397	2000
10.1145/237432.237434	1999
10.1145/237496.237497	1998
10.1145/237496.237499	1997
10.1145/237502.237503	2001
10.1145/237502.237577	1999
10.1145/237661.237667	2000
10.1145/237661.237669	1998
10.1145/237661.237672	2000
10.1145/237661.237673	1999
10.1145/237661.237674	2000
10.1145/237661.237676	2009
10.1145/237661.237680	1998
10.1145/237661.237683	2000
10.1145/237661.237688	2000
10.1145/237661.237689	1997
10.1145/237661.237692	1997
10.1145/237661.237704	1999
10.1145/237661.237705	2000
10.1145/237661.237707	1998
10.1145/237661.237708	2000
10.1145/237661.237710	1998
10.1145/237661.237711	1997
10.1145/237661.237713	2000
10.1145/237661.237715	2000
10.1145/237661.237716	1999
10.1145/237661.237717	1999
10.1145/237721.237727	2002
10.1145/237721.237767	2002
10.1145/237721.237777	2002
10.1145/237721.237780	2002
10.1145/237721.237799	2002
10.1145/237814.237823	2000
10.1145/237814.237864	1999
10.1145/237814.237977	1999
10.1145/237814.237979	1997
10.1145/237814.237999	1999
10.1145/238168.238198	1997
10.1145/238355.238365	1999
10.1145/238355.238367	1998
10.1145/238355.238372	1998
10.1145/238355.238444	2000
10.1145/238355.238460	1998
10.1145/238355.238470	1999
10.1145/238355.238497	1998
10.1145/238355.238547	1998
10.1145/238355.238550	1998
10.1145/238386.238450	1998
10.1145/238386.238487	1999
10.1145/238721.238741	1999
10.1145/238721.238773	1998
10.1145/238721.238779	1998
10.1145/238721.238781	1998
10.1145/239041.239045	1998
10.1145/239041.239048	1997
10.1145/239098.239131	1999
10.1145/240080.240247	1999
10.1145/240080.240254	1999
10.1145/240080.240319	1999
10.1145/240080.240326	1999
10.1145/2402.322389	2000
10.1145/2402.322390	1999
10.1145/2402.322398	1986
10.1145/24039.24040	1989
10.1145/24039.24041	2002
10.1145/240455.240463	2000
10.1145/240455.240464	1998
10.1145/240455.240468	1997
10.1145/240455.240470	1999
10.1145/240455.240471	1997
10.1145/240455.240472	1999
10.1145/240455.240473	1998
10.1145/240455.240479	1995
10.1145/24054.24056	1997
10.1145/24068.27643	1995
10.1145/24068.28052	1992
10.1145/2422.2423	1995
10.1145/2422.322414	2001
10.1145/242223.242295	1998
10.1145/242223.242300	1998
10.1145/242223.246871	1998
10.1145/243199.243202	1997
10.1145/243199.243206	1999
10.1145/243199.243208	1997
10.1145/243199.243214	1997
10.1145/243199.243216	1999
10.1145/243199.243236	1997
10.1145/243199.243239	1997
10.1145/243199.243249	1997
10.1145/243199.243253	2001
10.1145/243199.243261	1998
10.1145/243199.243267	1998
10.1145/243199.243268	1998
10.1145/243199.243275	1997
10.1145/243199.243278	1998
10.1145/243439.243441	1997
10.1145/244130.244135	2000
10.1145/244130.244139	1999
10.1145/244130.244145	1998
10.1145/244130.244149	1998
10.1145/244130.244151	1999
10.1145/244130.244234	1999
10.1145/244764.244766	1996
10.1145/244810.244812	1995
10.1145/244810.244813	1999
10.1145/245.247	2000
10.1145/245108.245121	2000
10.1145/245108.245122	2000
10.1145/245108.245123	2000
10.1145/245108.245124	2001
10.1145/245108.245125	2000
10.1145/245108.245126	2001
10.1145/2455.214112	1992
10.1145/2455.2459	1997
10.1145/245882.245887	2000
10.1145/245882.245896	1999
10.1145/245882.245900	1999
10.1145/245882.245903	2000
10.1145/245882.245905	1999
10.1145/245882.245907	1999
10.1145/2465.2467	1993
10.1145/2465.2469	1993
10.1145/248156.248182	1999
10.1145/248156.248183	1999
10.1145/24820.24822	1995
10.1145/24820.24823	1991
10.1145/248603.248607	1998
10.1145/248603.248609	1999
10.1145/248603.248614	1999
10.1145/248603.248615	1999
10.1145/248603.248616	2001
10.1145/249978.249979	1999
10.1145/249978.249980	2000
10.1145/249978.249981	1999
10.1145/249978.249982	1999
10.1145/2514.2515	1990
10.1145/2514.2516	1993
10.1145/253168.253171	1989
10.1145/253168.253189	2000
10.1145/253168.253190	1994
10.1145/253168.253202	1999
10.1145/253168.253203	1990
10.1145/253168.253205	1987
10.1145/253168.253212	1995
10.1145/253168.253218	1990
10.1145/253168.253220	1989
10.1145/253168.253222	1989
10.1145/253168.253224	1989
10.1145/253228.253239	1998
10.1145/253228.253810	1997
10.1145/253260.253263	2001
10.1145/253260.253264	1999
10.1145/253260.253266	1998
10.1145/253260.253268	2000
10.1145/253260.253272	2000
10.1145/253260.253274	2001
10.1145/253260.253276	2000
10.1145/253260.253277	2000
10.1145/253260.253279	1998
10.1145/253260.253280	1999
10.1145/253260.253283	1998
10.1145/253260.253287	1998
10.1145/253260.253288	2001
10.1145/253260.253291	2001
10.1145/253260.253293	2001
10.1145/253260.253294	1999
10.1145/253260.253299	1999
10.1145/253260.253302	2000
10.1145/253260.253322	2000
10.1145/253260.253325	2000
10.1145/253260.253327	2000
10.1145/253260.253330	1999
10.1145/253260.253332	1999
10.1145/253260.253335	1999
10.1145/253260.253340	2000
10.1145/253260.253342	2000
10.1145/253260.253344	1999
10.1145/253260.253345	2000
10.1145/253260.253347	2001
10.1145/253260.253349	1998
10.1145/253260.253352	2000
10.1145/253260.253353	1999
10.1145/253260.253355	2000
10.1145/253260.253357	1999
10.1145/253260.253361	2001
10.1145/253260.253362	2000
10.1145/253260.253364	2000
10.1145/253260.253368	2000
10.1145/253260.253370	1998
10.1145/253260.253373	1998
10.1145/253260.253376	1998
10.1145/253260.253389	1999
10.1145/253260.253395	2000
10.1145/253260.253400	1999
10.1145/253260.253402	1999
10.1145/253260.253403	2000
10.1145/253260.253404	1999
10.1145/253260.253405	1999
10.1145/253260.253407	2000
10.1145/253260.253409	1999
10.1145/253495.253506	1990
10.1145/253495.253515	1994
10.1145/253495.253523	1987
10.1145/253495.253524	1997
10.1145/253495.253525	1989
10.1145/253495.253526	1990
10.1145/253495.253531	1989
10.1145/253671.253680	1999
10.1145/253671.253708	1998
10.1145/253769.253798	2000
10.1145/255656.255703	1997
10.1145/255950.153577	1997
10.1145/256163.256164	1999
10.1145/256163.256165	1999
10.1145/256292.256295	1995
10.1145/257089.257183	1997
10.1145/258319.258325	1998
10.1145/258319.258330	1999
10.1145/258492.258503	2001
10.1145/258525.258528	2000
10.1145/258525.258552	2000
10.1145/258525.258561	1997
10.1145/258525.258582	1998
10.1145/258525.258585	1999
10.1145/258525.258591	1998
10.1145/258525.258601	1998
10.1145/258533.258562	1999
10.1145/258533.258600	2001
10.1145/258533.258647	2000
10.1145/258533.258653	2000
10.1145/258533.258656	1999
10.1145/258549.258563	2000
10.1145/258549.258787	1997
10.1145/258549.258805	2000
10.1145/258549.258816	1999
10.1145/258612.258682	1999
10.1145/258915.258926	2002
10.1145/258915.258927	2002
10.1145/258915.258929	2002
10.1145/258915.258930	2002
10.1145/258915.258932	2002
10.1145/258915.258941	2002
10.1145/258915.258943	2002
10.1145/258915.258946	1998
10.1145/258948.258967	1997
10.1145/258948.258973	1997
10.1145/258993.259012	1997
10.1145/259526.259549	1996
10.1145/261124.261126	1997
10.1145/261124.261131	1998
10.1145/261618.261631	1997
10.1145/261640.261641	1999
10.1145/262009.262011	2001
10.1145/262116.262125	2001
10.1145/262391.262396	1998
10.1145/262762.262763	1999
10.1145/262762.262764	1999
10.1145/262762.262767	1999
10.1145/262762.262768	1999
10.1145/262762.262770	2001
10.1145/262839.262998	2000
10.1145/262839.263080	1999
10.1145/263407.263509	1999
10.1145/263479.263480	2000
10.1145/263479.263481	2001
10.1145/263580.263587	1997
10.1145/263661.263664	1999
10.1145/263661.263665	1999
10.1145/263661.263666	2000
10.1145/263661.263667	1997
10.1145/263661.263668	1999
10.1145/263661.263669	1997
10.1145/263661.263670	2000
10.1145/263661.263671	2001
10.1145/263661.263672	2000
10.1145/263661.263673	2000
10.1145/263661.263674	2001
10.1145/263661.263675	2001
10.1145/263661.263676	2000
10.1145/263661.263677	2000
10.1145/263661.263678	2000
10.1145/263661.263679	1998
10.1145/263661.263680	1999
10.1145/263661.263681	1999
10.1145/263661.263682	2000
10.1145/263661.263683	1999
10.1145/263661.263684	1998
10.1145/263661.263685	1998
10.1145/263661.263686	1997
10.1145/263661.263687	1999
10.1145/263661.263688	2000
10.1145/263661.263689	2000
10.1145/263690.263795	1998
10.1145/263690.263817	1997
10.1145/263698.263720	1999
10.1145/263698.263725	1999
10.1145/263698.263728	2002
10.1145/263698.263730	2002
10.1145/263698.263746	1999
10.1145/263698.264352	2002
10.1145/263699.263703	2002
10.1145/263699.263712	1998
10.1145/263699.263715	1999
10.1145/263867.263489	2000
10.1145/263867.263499	2000
10.1145/264107.264126	2002
10.1145/264107.264132	2000
10.1145/265563.265573	1998
10.1145/265563.265574	1998
10.1145/266180.266342	1998
10.1145/266180.266367	1998
10.1145/266180.266382	2000
10.1145/266180.266387	1998
10.1145/266180.266394	1999
10.1145/266714.266721	1999
10.1145/266714.266876	1998
10.1145/266714.266880	1999
10.1145/266714.266906	1999
10.1145/266714.266924	1999
10.1145/267437.267444	1999
10.1145/267437.267451	1997
10.1145/267658.267666	1999
10.1145/267658.267736	1998
10.1145/267658.267744	1999
10.1145/267825.267840	1998
10.1145/267825.267841	1998
10.1145/267959.267960	2002
10.1145/267959.269970	2002
10.1145/268946.268956	2002
10.1145/268946.268958	2002
10.1145/268998.266637	2002
10.1145/268998.266640	2002
10.1145/268998.266662	2001
10.1145/268998.266665	1998
10.1145/268998.266706	1998
10.1145/268998.266711	2000
10.1145/271074.271077	1999
10.1145/271074.271078	2000
10.1145/271074.271080	1999
10.1145/271074.271082	1997
10.1145/271074.271084	2000
10.1145/271074.271089	1999
10.1145/271074.271093	1999
10.1145/271074.271094	1999
10.1145/271510.271517	2002
10.1145/272682.272714	1998
10.1145/272682.272716	1999
10.1145/273035.273044	1999
10.1145/273244.273253	2000
10.1145/273244.273254	1999
10.1145/273244.273255	1999
10.1145/273244.273258	1999
10.1145/273244.273265	1999
10.1145/273244.273267	1999
10.1145/273244.273273	2000
10.1145/273865.273870	2000
10.1145/274440.274441	1998
10.1145/274644.274700	1998
10.1145/275487.275488	2000
10.1145/275487.275489	2000
10.1145/275487.275490	2000
10.1145/275487.275491	2000
10.1145/275487.275492	1999
10.1145/275487.275493	1999
10.1145/275487.275494	1999
10.1145/275487.275495	2001
10.1145/275487.275498	2000
10.1145/275487.275499	2000
10.1145/275487.275500	2001
10.1145/275487.275501	2001
10.1145/275487.275502	2001
10.1145/275487.275503	2001
10.1145/275487.275504	1999
10.1145/275487.275505	2001
10.1145/275487.275506	2000
10.1145/275487.275507	2000
10.1145/275487.275511	2001
10.1145/275487.275512	2000
10.1145/275487.275514	2000
10.1145/275487.275515	2000
10.1145/275487.275516	2001
10.1145/275487.275517	1999
10.1145/275487.275518	2001
10.1145/27629.214284	1993
10.1145/27629.214285	1996
10.1145/27629.214286	1987
10.1145/27629.214296	1990
10.1145/27629.27630	1993
10.1145/27629.27631	1999
10.1145/27629.28053	1990
10.1145/276304.276306	2000
10.1145/276304.276307	2001
10.1145/276304.276309	2000
10.1145/276304.276310	2000
10.1145/276304.276311	1998
10.1145/276304.276312	2000
10.1145/276304.276313	2000
10.1145/276304.276314	2001
10.1145/276304.276315	2000
10.1145/276304.276317	2000
10.1145/276304.276318	2001
10.1145/276304.276319	2000
10.1145/276304.276320	2000
10.1145/276304.276321	2001
10.1145/276304.276323	2000
10.1145/276304.276324	2000
10.1145/276304.276325	1999
10.1145/276304.276326	2000
10.1145/276304.276327	2001
10.1145/276304.276328	2000
10.1145/276304.276329	2000
10.1145/276304.276330	2000
10.1145/276304.276331	2000
10.1145/276304.276332	2000
10.1145/276304.276333	2000
10.1145/276304.276334	2001
10.1145/276304.276335	2000
10.1145/276304.276336	1999
10.1145/276304.276337	2000
10.1145/276304.276338	1999
10.1145/276304.276339	2000
10.1145/276304.276341	2000
10.1145/276304.276342	1999
10.1145/276304.276343	2000
10.1145/276304.276344	2000
10.1145/276304.276345	2000
10.1145/276304.276347	1999
10.1145/276304.276348	2000
10.1145/276304.276353	2001
10.1145/276304.276356	2000
10.1145/276304.276360	1999
10.1145/276304.276362	2000
10.1145/276304.276371	1999
10.1145/276304.276375	1999
10.1145/276304.276376	1999
10.1145/276304.276381	2000
10.1145/276304.276382	2001
10.1145/276304.276384	1999
10.1145/276304.276388	1999
10.1145/27632.27649	2002
10.1145/27633.27634	2001
10.1145/27636.27637	2000
10.1145/27636.27639	2000
10.1145/27636.27640	1994
10.1145/27636.28056	1999
10.1145/276404.276407	1997
10.1145/27641.28057	1999
10.1145/276627.276629	1999
10.1145/276627.276630	1999
10.1145/276627.276645	1999
10.1145/276627.276652	1999
10.1145/276627.276653	1999
10.1145/276627.276655	1998
10.1145/276675.276681	1999
10.1145/276675.276697	2000
10.1145/276675.276703	1999
10.1145/276675.276706	1999
10.1145/276675.276738	1999
10.1145/276675.276750	2000
10.1145/276698.276715	2001
10.1145/276698.276781	2000
10.1145/276698.276853	2011
10.1145/276698.276858	1998
10.1145/276698.276876	2000
10.1145/277631.277637	2002
10.1145/277631.277638	2002
10.1145/277650.277653	2002
10.1145/277650.277667	2002
10.1145/277650.277714	2002
10.1145/277651.277674	2000
10.1145/277651.277677	1998
10.1145/278245.278246	1999
10.1145/278245.278247	2001
10.1145/278476.278491	1999
10.1145/2786.2793	1998
10.1145/2786.314990	1986
10.1145/280277.280279	2000
10.1145/280765.280847	1998
10.1145/280765.280897	1999
10.1145/282918.282923	1998
10.1145/282957.282966	1998
10.1145/28395.28396	1999
10.1145/28395.28409	1995
10.1145/28395.28428	1996
10.1145/28395.28434	1993
10.1145/28395.28435	1992
10.1145/28395.28436	1990
10.1145/28395.28441	1992
10.1145/285070.285076	1999
10.1145/285070.285087	1997
10.1145/285237.285287	1999
10.1145/28569.28570	1990
10.1145/28569.28573	1991
10.1145/286238.286247	1999
10.1145/28659.28660	1993
10.1145/28659.28661	1996
10.1145/28659.28662	1997
10.1145/28659.28663	1990
10.1145/28659.28664	1988
10.1145/28659.28665	2001
10.1145/28659.28666	1988
10.1145/28659.28667	1993
10.1145/28659.28668	1993
10.1145/28659.28669	1999
10.1145/28659.28670	1995
10.1145/28659.28671	1988
10.1145/28659.28672	1993
10.1145/28659.28673	1988
10.1145/28659.28674	2000
10.1145/28659.28675	1988
10.1145/28659.28676	1993
10.1145/28659.28677	1999
10.1145/28659.28678	1988
10.1145/28659.28679	1992
10.1145/28659.28680	1990
10.1145/28659.28682	1995
10.1145/28659.28683	1997
10.1145/28659.28684	1995
10.1145/28659.28685	1999
10.1145/28659.28686	1996
10.1145/28659.28687	1989
10.1145/28659.28688	1997
10.1145/28659.28689	2001
10.1145/28659.28690	1995
10.1145/28659.28691	1993
10.1145/28659.28692	1994
10.1145/28659.28693	1991
10.1145/28659.28694	1998
10.1145/28659.28695	1997
10.1145/28659.28696	1997
10.1145/286936.286957	1999
10.1145/286936.286959	1999
10.1145/28697	1987
10.1145/28697.28698	1990
10.1145/28697.28699	1996
10.1145/28697.28700	1998
10.1145/28697.28701	1990
10.1145/28697.28702	1996
10.1145/28697.28706	1995
10.1145/28697.28707	1995
10.1145/28697.28709	1990
10.1145/28697.28710	1987
10.1145/28697.28716	1996
10.1145/28697.28718	1998
10.1145/28697.28719	1996
10.1145/28697.28729	1991
10.1145/28697.28732	1997
10.1145/28697.28738	1995
10.1145/28697.28739	2000
10.1145/28697.28740	1993
10.1145/28697.28743	1995
10.1145/28697.28744	1990
10.1145/28697.28746	1997
10.1145/28697.28747	1997
10.1145/287000.287001	1998
10.1145/288086.288089	1998
10.1145/288195.288321	2002
10.1145/288627.288635	1999
10.1145/288627.288636	1999
10.1145/288627.288640	2000
10.1145/288627.288641	1999
10.1145/288627.288645	2001
10.1145/288627.288646	1999
10.1145/288627.288647	1999
10.1145/288627.288662	1999
10.1145/288627.288668	1999
10.1145/288627.288671	1999
10.1145/288627.288672	2001
10.1145/288627.288673	1999
10.1145/288627.288674	1999
10.1145/288627.288675	1999
10.1145/288627.288679	1999
10.1145/288627.288683	1999
10.1145/288627.288686	2000
10.1145/288627.288691	1999
10.1145/288627.288693	1999
10.1145/28865.28866	1998
10.1145/28865.28867	1993
10.1145/28869.28872	1986
10.1145/28869.28873	1996
10.1145/28869.28874	1998
10.1145/28869.28876	1992
10.1145/28869.28878	1993
10.1145/288692.288695	1999
10.1145/288692.288712	2000
10.1145/288692.288713	1999
10.1145/288692.288714	1999
10.1145/288692.288716	2000
10.1145/289.291	2000
10.1145/290133.290145	1999
10.1145/290133.290147	1999
10.1145/290133.290149	1999
10.1145/290179.290182	1996
10.1145/290593.290596	1999
10.1145/290593.290601	1999
10.1145/290593.290602	2001
10.1145/290593.290605	2000
10.1145/290747.290753	1999
10.1145/290747.290766	1999
10.1145/290941.290956	2000
10.1145/290941.290970	1999
10.1145/290941.290972	2000
10.1145/290941.290974	1999
10.1145/290941.290976	1999
10.1145/290941.290982	1999
10.1145/290941.291001	1998
10.1145/291069.291026	2000
10.1145/291069.291036	2002
10.1145/291128.291129	2000
10.1145/292481.277627	2000
10.1145/292540.292552	2002
10.1145/293347.293348	2000
10.1145/293411.293455	2000
10.1145/293910.293150	1998
10.1145/293910.293151	2000
10.1145/294260.294261	1999
10.1145/294260.294266	1999
10.1145/294260.294268	1999
10.1145/296854.277639	2000
10.1145/297117.297120	1999
10.1145/298514.298537	1992
10.1145/298514.298538	1997
10.1145/298514.298539	1993
10.1145/298514.298540	1999
10.1145/298514.298541	1995
10.1145/298514.298542	1997
10.1145/298514.298543	1997
10.1145/298514.298545	1995
10.1145/298514.298547	1996
10.1145/298514.298548	1998
10.1145/298514.298550	1997
10.1145/298514.298551	1992
10.1145/298514.298557	1997
10.1145/298514.298558	1998
10.1145/298514.298559	1995
10.1145/298514.298564	1997
10.1145/298514.298572	1998
10.1145/298514.298575	2000
10.1145/298514.298576	2000
10.1145/298514.298578	1993
10.1145/298514.298579	1999
10.1145/298514.298580	1999
10.1145/298514.298581	1998
10.1145/298514.298582	2001
10.1145/298514.298584	1998
10.1145/298514.298585	1999
10.1145/298514.298586	1994
10.1145/298514.298587	1995
10.1145/298514.298589	1995
10.1145/298514.298590	1998
10.1145/298514.298591	2001
10.1145/298514.298593	2000
10.1145/29868.29871	1996
10.1145/29868.31332	1992
10.1145/29868.32979	1993
10.1145/29873.29875	2002
10.1145/29873.31333	1995
10.1145/29903.29914	2001
10.1145/29903.29924	1989
10.1145/29903.29925	1990
10.1145/2993.2994	1986
10.1145/301136.301209	2000
10.1145/301308.301326	2000
10.1145/301618.301633	2002
10.1145/301618.301635	2002
10.1145/301618.301643	2002
10.1145/301618.301663	2002
10.1145/301618.301678	2002
10.1145/301618.301683	2002
10.1145/301816.301823	2000
10.1145/301970.301973	2000
10.1145/303976.303977	2000
10.1145/303976.303979	2001
10.1145/303976.303981	2000
10.1145/303976.303982	2001
10.1145/303976.303983	2001
10.1145/303976.303985	2000
10.1145/303976.303987	2000
10.1145/303976.303992	2000
10.1145/303976.303994	2000
10.1145/303976.303996	2001
10.1145/303976.303997	2001
10.1145/303976.303998	2001
10.1145/303976.304001	2000
10.1145/303976.304002	2000
10.1145/303976.304003	2000
10.1145/303976.304005	2000
10.1145/303976.304010	2000
10.1145/30401.30405	1990
10.1145/304182.304183	2000
10.1145/304182.304184	2000
10.1145/304182.304186	2000
10.1145/304182.304187	2000
10.1145/304182.304188	2000
10.1145/304182.304189	2000
10.1145/304182.304194	2000
10.1145/304182.304195	1999
10.1145/304182.304196	2001
10.1145/304182.304197	1999
10.1145/304182.304198	2000
10.1145/304182.304199	2001
10.1145/304182.304200	2000
10.1145/304182.304203	2000
10.1145/304182.304204	1999
10.1145/304182.304206	2000
10.1145/304182.304207	2001
10.1145/304182.304208	2000
10.1145/304182.304209	2000
10.1145/304182.304210	2001
10.1145/304182.304213	2000
10.1145/304182.304214	2001
10.1145/304182.304215	2000
10.1145/304182.304216	1999
10.1145/304182.304218	1999
10.1145/304182.304220	2001
10.1145/304182.304221	2001
10.1145/304182.304222	2001
10.1145/304182.304225	1999
10.1145/304182.304233	2000
10.1145/304182.304250	1999
10.1145/304182.304570	1999
10.1145/304182.304572	2000
10.1145/304182.304574	1999
10.1145/304182.304581	1999
10.1145/304182.304582	2000
10.1145/304182.304590	2000
10.1145/305110.305112	2001
10.1145/305138.305196	2002
10.1145/306101.306105	2000
10.1145/306101.306112	1998
10.1145/306101.306124	1999
10.1145/306101.306137	2000
10.1145/306101.306144	2000
10.1145/306549.306571	2000
10.1145/307824.307851	2002
10.1145/307824.307868	1999
10.1145/308386.308396	1999
10.1145/308386.308397	1992
10.1145/308386.308400	1996
10.1145/308386.308402	1998
10.1145/308386.308409	1995
10.1145/308386.308412	1998
10.1145/308386.308416	1998
10.1145/308386.308417	1999
10.1145/308386.308419	1999
10.1145/308386.308420	1995
10.1145/308386.308422	1996
10.1145/308386.308424	1994
10.1145/308386.308425	1998
10.1145/308386.308426	1993
10.1145/308386.308429	1997
10.1145/308386.308431	1992
10.1145/308386.308434	1991
10.1145/308386.308435	1993
10.1145/308386.308438	1996
10.1145/308386.308440	1996
10.1145/308386.308444	1997
10.1145/308386.308446	1998
10.1145/308386.308448	1997
10.1145/308386.308451	1997
10.1145/308386.308455	2000
10.1145/308386.308460	1993
10.1145/308386.308462	1989
10.1145/308386.308463	1999
10.1145/308386.308465	1991
10.1145/308386.308467	1993
10.1145/308386.308469	1993
10.1145/308386.308470	1998
10.1145/309844.309895	1999
10.1145/309844.309897	1999
10.1145/309844.310075	2000
10.1145/310701.310712	2001
10.1145/312129.312184	2000
10.1145/312129.312191	2000
10.1145/312129.312199	2000
10.1145/312129.312216	2000
10.1145/312129.312217	2000
10.1145/312129.312219	2000
10.1145/312129.312231	2000
10.1145/312129.312236	2001
10.1145/312129.312308	1999
10.1145/312129.312309	2000
10.1145/312624.312649	2001
10.1145/312624.312652	2001
10.1145/313238.313321	2001
10.1145/313300.313385	2001
10.1145/313451.313558	2001
10.1145/314516.314520	1998
10.1145/3147.3165	2000
10.1145/3148.3160	1998
10.1145/3148.3161	1996
10.1145/3148.318987	1988
10.1145/3148.3324	1997
10.1145/3148.3325	1997
10.1145/3148.3326	1990
10.1145/3148.3327	1987
10.1145/3149.214121	1989
10.1145/3149.3151	1992
10.1145/3149.3152	1988
10.1145/3149.3156	1991
10.1145/3149.3158	1999
10.1145/3149.335126	1986
10.1145/3166.3171	1996
10.1145/3166.3197	1990
10.1145/317426.317431	1993
10.1145/317426.317444	1990
10.1145/317499.317539	1995
10.1145/317499.317547	1998
10.1145/317499.317548	1987
10.1145/317499.317549	1991
10.1145/317795.317802	1990
10.1145/317795.317810	1997
10.1145/317795.317823	1997
10.1145/317795.317824	1991
10.1145/31846.31847	1987
10.1145/31846.31852	1997
10.1145/31846.31853	1992
10.1145/31846.42228	1990
10.1145/318593.318606	1988
10.1145/318593.318610	1994
10.1145/318593.318622	1997
10.1145/318593.318638	1987
10.1145/318593.318644	1989
10.1145/318898.318899	1999
10.1145/318898.318900	2000
10.1145/318898.318901	1987
10.1145/318898.318902	1995
10.1145/318898.318903	1998
10.1145/318898.318905	1993
10.1145/318898.318906	1986
10.1145/318898.318909	1999
10.1145/318898.318910	1994
10.1145/318898.318911	1998
10.1145/318898.318912	1997
10.1145/318898.318913	1995
10.1145/318898.318914	1998
10.1145/318898.318915	1998
10.1145/318898.318916	1994
10.1145/318898.318917	1988
10.1145/318898.318918	1996
10.1145/318898.318921	1999
10.1145/318898.318922	1998
10.1145/318898.318923	1999
10.1145/318898.318925	1998
10.1145/318898.318927	1986
10.1145/318898.318928	1992
10.1145/318898.318929	1995
10.1145/318898.318933	1995
10.1145/318898.318934	1988
10.1145/318898.318936	1992
10.1145/318898.318989	1991
10.1145/318898.318990	1991
10.1145/318898.318993	1990
10.1145/318898.318994	1988
10.1145/318898.320000	1990
10.1145/318898.320001	1993
10.1145/319301.319348	2002
10.1145/319540.319542	1995
10.1145/319540.319546	1992
10.1145/319540.319550	1994
10.1145/319540.319555	1989
10.1145/319540.319558	2000
10.1145/319540.319561	1999
10.1145/319540.319564	1991
10.1145/319540.319565	1997
10.1145/319566.319567	2000
10.1145/319566.319570	1998
10.1145/319566.319573	1995
10.1145/319566.319576	1993
10.1145/319566.319580	1989
10.1145/319566.319583	1999
10.1145/319566.319585	1987
10.1145/319587.319588	1999
10.1145/319587.319592	1996
10.1145/319587.319594	1984
10.1145/319587.319598	1986
10.1145/319587.319604	1986
10.1145/319587.319612	1985
10.1145/319628.319630	1996
10.1145/319628.319634	1999
10.1145/319628.319645	1985
10.1145/319628.319650	2000
10.1145/319628.319656	1993
10.1145/319628.319663	2001
10.1145/319628.319665	1993
10.1145/319682.319688	1992
10.1145/319682.319695	1995
10.1145/319682.319696	1991
10.1145/319682.319698	2001
10.1145/319682.319700	1987
10.1145/319702.319704	1999
10.1145/319702.319705	1982
10.1145/319702.319711	2000
10.1145/319702.319717	1999
10.1145/319702.319724	2001
10.1145/319702.319729	2000
10.1145/319702.319730	1990
10.1145/319732.319734	1995
