Cited_DOI	Last_Cited_Year
10.1007/bfb0017201	2000
10.1007/bfb0017203	1997
10.1007/bfb0017257	2002
10.1007/bfb0017264	2002
10.1007/bfb0017374	1996
10.1007/bfb0017378	1996
10.1007/bfb0017399	1996
10.1007/bfb0017459	2001
10.1007/bfb0017461	1999
10.1007/bfb0017505	1994
10.1007/bfb0017521	1994
10.1007/bfb0018999	1995
10.1007/bfb0019411	2002
10.1007/bfb0019442	2012
10.1007/bfb0019915	1999
10.1007/bfb0019916	1998
10.1007/bfb0019918	1997
10.1007/bfb0019919	1999
10.1007/bfb0019923	1998
10.1007/bfb0019924	1999
10.1007/bfb0019925	1999
10.1007/bfb0019926	1998
10.1007/bfb0019927	1999
10.1007/bfb0019928	1998
10.1007/bfb0019929	1998
10.1007/bfb0019934	1999
10.1007/bfb0019935	1999
10.1007/bfb0019936	1998
10.1007/bfb0019939	1998
10.1007/bfb0019940	1999
10.1007/bfb0019984	1994
10.1007/bfb0020520	1999
10.1007/bfb0020523	1999
10.1007/bfb0020524	1999
10.1007/bfb0020527	1999
10.1007/bfb0020532	1997
10.1007/bfb0020533	1999
10.1007/bfb0020534	1996
10.1007/bfb0020535	1997
10.1007/bfb0020536	1997
10.1007/bfb0020540	1998
10.1007/bfb0020545	2000
10.1007/bfb0020547	1999
10.1007/bfb0020552	1997
10.1007/bfb0020783	1994
10.1007/bfb0020785	1996
10.1007/bfb0020813	1992
10.1007/bfb0021884	1998
10.1007/bfb0021892	1996
10.1007/bfb0021893	1998
10.1007/bfb0021896	1996
10.1007/bfb0021968	1995
10.1007/bfb0022013	2000
10.1007/bfb0022018	1999
10.1007/bfb0022020	1999
10.1007/bfb0022021	1998
10.1007/bfb0022023	1999
10.1007/bfb0022030	1998
10.1007/bfb0022037	1999
10.1007/bfb0022045	1999
10.1007/bfb0022061	1999
10.1007/bfb0022063	1999
10.1007/bfb0022065	1998
10.1007/bfb0022096	1987
10.1007/bfb0022148	1998
10.1007/bfb0022160	1991
10.1007/bfb0022162	1999
10.1007/bfb0022163	1998
10.1007/bfb0022164	1998
10.1007/bfb0022165	1994
10.1007/bfb0022166	1997
10.1007/bfb0022167	1992
10.1007/bfb0022168	1997
10.1007/bfb0022169	1990
10.1007/bfb0022170	1998
10.1007/bfb0022172	1996
10.1007/bfb0022173	1993
10.1007/bfb0022174	1993
10.1007/bfb0022175	1996
10.1007/bfb0022176	1999
10.1007/bfb0022177	1994
10.1007/bfb0022178	1994
10.1007/bfb0022180	1999
10.1007/bfb0022183	1999
10.1007/bfb0022184	1996
10.1007/bfb0022185	1997
10.1007/bfb0022186	1999
10.1007/bfb0022188	1995
10.1007/bfb0022280	1995
10.1007/bfb0022499	1989
10.1007/bfb0022533	1995
10.1007/bfb0022669	1988
10.1007/bfb0022673	1989
10.1007/bfb0022682	1996
10.1007/bfb0023423	1995
10.1007/bfb0023464	1997
10.1007/bfb0023766	1995
10.1007/bfb0023806	1997
10.1007/bfb0023957	1999
10.1007/bfb0023960	1998
10.1007/bfb0023961	1999
10.1007/bfb0024002	1988
10.1007/bfb0024351	1997
10.1007/bfb0024353	1996
10.1007/bfb0024355	2001
10.1007/bfb0024356	1996
10.1007/bfb0024357	1994
10.1007/bfb0024358	1994
10.1007/bfb0024359	1999
10.1007/bfb0024360	1999
10.1007/bfb0024361	1996
10.1007/bfb0024362	1998
10.1007/bfb0024363	1996
10.1007/bfb0024365	1999
10.1007/bfb0024367	1999
10.1007/bfb0024368	1996
10.1007/bfb0024369	1998
10.1007/bfb0024371	2001
10.1007/bfb0024372	1997
10.1007/bfb0024373	1998
10.1007/bfb0024374	1999
10.1007/bfb0024375	1999
10.1007/bfb0024376	1993
10.1007/bfb0024377	1996
10.1007/bfb0024378	1997
10.1007/bfb0024379	1999
10.1007/bfb0024380	1999
10.1007/bfb0024381	1996
10.1007/bfb0024382	1996
10.1007/bfb0024383	1999
10.1007/bfb0024387	2001
10.1007/bfb0024390	1996
10.1007/bfb0024392	1996
10.1007/bfb0024616	1997
10.1007/bfb0024789	1996
10.1007/bfb0024975	1996
10.1007/bfb0025021	1994
10.1007/bfb0025714	1991
10.1007/bfb0025715	1991
10.1007/bfb0025868	2002
10.1007/bfb0025884	2002
10.1007/bfb0026110	1997
10.1007/bfb0026293	1993
10.1007/bfb0026308	1995
10.1007/bfb0026310	1993
10.1007/bfb0026428	2002
10.1007/bfb0026677	1998
10.1007/bfb0026721	1999
10.1007/bfb0026734	2001
10.1007/bfb0026748	2000
10.1007/bfb0026852	1996
10.1007/bfb0026860	1997
10.1007/bfb0027047	1998
10.1007/bfb0027501	1993
10.1007/bfb0027502	1997
10.1007/bfb0027503	1993
10.1007/bfb0027504	1997
10.1007/bfb0027505	1988
10.1007/bfb0027506	1996
10.1007/bfb0027507	1990
10.1007/bfb0027508	1994
10.1007/bfb0027509	1988
10.1007/bfb0027510	1988
10.1007/bfb0027511	1990
10.1007/bfb0027512	1993
10.1007/bfb0027513	1990
10.1007/bfb0027514	1990
10.1007/bfb0027515	1988
10.1007/bfb0027516	1990
10.1007/bfb0027517	1988
10.1007/bfb0027518	1994
10.1007/bfb0027519	1988
10.1007/bfb0027520	1990
10.1007/bfb0027521	1988
10.1007/bfb0027522	1994
10.1007/bfb0027523	1996
10.1007/bfb0027524	1996
10.1007/bfb0027525	1997
10.1007/bfb0027526	1990
10.1007/bfb0027527	1990
10.1007/bfb0027815	1998
10.1007/bfb0027881	1998
10.1007/bfb0028022	2000
10.1007/bfb0028258	1992
10.1007/bfb0028385	1997
10.1007/bfb0028563	1999
10.1007/bfb0028726	2012
10.1007/bfb0029599	1999
10.1007/bfb0029946	1999
10.1007/bfb0030123	1999
10.1007/bfb0030509	1998
10.1007/bfb0030661	1998
10.1007/bfb0031372	1991
10.1007/bfb0031737	2001
10.1007/bfb0031741	2000
10.1007/bfb0031742	1998
10.1007/bfb0031745	1997
10.1007/bfb0031988	1995
10.1007/bfb0032011	1998
10.1007/bfb0032042	1992
10.1007/bfb0032420	1993
10.1007/bfb0032421	1994
10.1007/bfb0032422	1994
10.1007/bfb0032423	1999
10.1007/bfb0032424	1995
10.1007/bfb0032426	1994
10.1007/bfb0032427	1997
10.1007/bfb0032428	1999
10.1007/bfb0032429	2000
10.1007/bfb0032430	1998
10.1007/bfb0032431	1997
10.1007/bfb0032432	1993
10.1007/bfb0032433	1996
10.1007/bfb0032435	1997
10.1007/bfb0032436	1998
10.1007/bfb0032437	1999
10.1007/bfb0032438	2000
10.1007/bfb0032439	1999
10.1007/bfb0032440	1997
10.1007/bfb0032442	1999
10.1007/bfb0032443	1996
10.1007/bfb0032445	1996
10.1007/bfb0032446	1997
10.1007/bfb0032448	1996
10.1007/bfb0032449	1999
10.1007/bfb0032450	1994
10.1007/bfb0032451	1994
10.1007/bfb0032452	1995
10.1007/bfb0032453	1995
10.1007/bfb0032688	2002
10.1007/bfb0032697	2002
10.1007/bfb0034666	1996
10.1007/bfb0034673	2000
10.1007/bfb0034674	1998
10.1007/bfb0034685	1999
10.1007/bfb0034697	1998
10.1007/bfb0034701	1999
10.1007/bfb0034704	1999
10.1007/bfb0034706	1999
10.1007/bfb0034709	1999
10.1007/bfb0034713	1998
10.1007/bfb0034724	1999
10.1007/bfb0034730	1998
10.1007/bfb0034741	1998
10.1007/bfb0035003	1996
10.1007/bfb0035014	1988
10.1007/bfb0035102	1994
10.1007/bfb0035132	1999
10.1007/bfb0035136	1995
10.1007/bfb0035139	1997
10.1007/bfb0035141	1999
10.1007/bfb0035142	1995
10.1007/bfb0035146	1997
10.1007/bfb0035148	1999
10.1007/bfb0035151	1993
10.1007/bfb0035156	1996
10.1007/bfb0035684	1998
10.1007/bfb0035751	1996
10.1007/bfb0035830	1990
10.1007/bfb0036340	1990
10.1007/bfb0036345	1987
10.1007/bfb0036347	1989
10.1007/bfb0036898	1992
10.1007/bfb0038695	1989
10.1007/bfb0039592	1994
10.1007/bfb0039608	1990
10.1007/bfb0040399	2002
10.1007/bfb0046097	1999
10.1007/bfb0046603	2002
10.1007/bfb0049101	1997
10.1007/bfb0049102	1998
10.1007/bfb0049108	1997
10.1007/bfb0049114	1996
10.1007/bfb0049115	1998
10.1007/bfb0049116	1999
10.1007/bfb0049123	1999
10.1007/bfb0049128	1997
10.1007/bfb0049144	1996
10.1007/bfb0049154	1998
10.1007/bfb0049157	1998
10.1007/bfb0052175	1998
10.1007/bfb0052185	1995
10.1007/bfb0052186	1997
10.1007/bfb0052194	1998
10.1007/bfb0052199	1999
10.1007/bfb0052514	1998
10.1007/bfb0052867	1999
10.1007/bfb0053029	1997
10.1007/bfb0053030	1995
10.1007/bfb0053040	1998
10.1007/bfb0053045	1997
10.1007/bfb0053054	1998
10.1007/bfb0053055	1997
10.1007/bfb0053061	1998
10.1007/bfb0053069	1998
10.1007/bfb0053070	1998
10.1007/bfb0053071	1999
10.1007/bfb0053371	1998
10.1007/bfb0053374	1998
10.1007/bfb0053377	2002
10.1007/bfb0053385	1998
10.1007/bfb0053386	1998
10.1007/bfb0053388	1999
10.1007/bfb0053408	1998
10.1007/bfb0053470	1999
10.1007/bfb0053473	1999
10.1007/bfb0053476	1999
10.1007/bfb0053573	2002
10.1007/bfb0053695	2000
10.1007/bfb0053698	1999
10.1007/bfb0053700	1998
10.1007/bfb0053701	1999
10.1007/bfb0053702	1999
10.1007/bfb0053704	1999
10.1007/bfb0053709	2000
10.1007/bfb0053710	2009
10.1007/bfb0053711	2009
10.1007/bfb0054086	1999
10.1007/bfb0054093	1999
10.1007/bfb0054221	1999
10.1007/bfb0054229	1999
10.1007/bfb0054234	1998
10.1007/bfb0054469	1999
10.1007/bfb0054471	1999
10.1007/bfb0054476	1998
10.1007/bfb0054477	1999
10.1007/bfb0054504	2000
10.1007/bfb0054515	1999
10.1007/bfb0054521	1999
10.1007/bfb0054525	1998
10.1007/bfb0054534	1999
10.1007/bfb0054544	1998
10.1007/bfb0055115	1990
10.1007/bfb0055494	1999
10.1007/bfb0055499	1997
10.1007/bfb0055756	2000
10.1007/bfb0055990	2000
10.1007/bfb0056002	1998
10.1007/bfb0057013	2002
10.1007/bfb0057014	1993
10.1007/bfb0057016	1998
10.1007/bfb0057017	1996
10.1007/bfb0057024	1998
10.1007/bfb0057029	1997
10.1007/bfb0057033	1993
10.1007/bfb0057648	2000
10.1007/bfb0057653	2000
10.1007/bfb0057710	1999
10.1007/bfb0057718	1997
10.1007/bfb0057721	1998
10.1007/bfb0057723	1999
10.1007/bfb0057728	1999
10.1007/bfb0057732	1999
10.1007/bfb0057742	1999
10.1007/bfb0057743	1999
10.1007/bfb0095148	1999
10.1007/bfb0095268	2001
10.1007/bfb0100539	2001
10.1007/bfb0100974	1999
10.1007/bfb0100977	1999
10.1007/bfb0100978	2000
10.1007/bfb0100979	1999
10.1007/bfb0100980	1999
10.1007/bfb0100983	2000
10.1007/bfb0100984	2000
10.1007/bfb0100985	1999
10.1007/bfb0100986	1999
10.1007/bfb0100987	1998
10.1007/bfb0100990	2000
10.1007/bfb0100992	2000
10.1007/bfb0100996	1999
10.1007/bfb0100998	2000
10.1007/bfb0101000	1999
10.1007/bfb0101001	2000
10.1007/bfb0101002	1998
10.1007/bfb0101003	2000
10.1007/bfb0101004	1999
10.1007/bfb0101005	1999
10.1007/pl00010674	2001
10.1007/pl00021474	2000
10.1007/s00145-007-9001-y	2011
10.1007/s00165-003-0012-7	2009
10.1007/s002360050048	2000
10.1007/s002360050076	1999
10.1007/s002360050078	1998
10.1007/s002360050097	1998
10.1007/s002360050128	2002
10.1007/s002360050160	1999
10.1007/s002870050052	1999
10.1007/s004500050011	1998
10.1007/s004500050017	1996
10.1007/s004500050020	1996
10.1007/s004500050077	1998
10.1007/s004500050112	1998
10.1007/s004500050138	2000
10.1007/s00521-014-1749-z	2014
10.1007/s005300050011	1998
10.1007/s005300050012	1998
10.1007/s005300050013	1998
10.1007/s005300050016	1998
10.1007/s005300050019	1998
10.1007/s005300050021	1999
10.1007/s005300050057	1998
10.1007/s005300050060	1998
10.1007/s005300050067	1998
10.1007/s005300050074	1997
10.1007/s005300050087	1998
10.1007/s005300050091	1998
10.1007/s005300050092	1998
10.1007/s005300050094	1999
10.1007/s005300050130	2001
10.1007/s005300050138	2000
10.1007/s005300050141	2000
10.1007/s00607-012-0210-3	2015
10.1007/s007780050010	1999
10.1007/s007780050012	1994
10.1007/s007780050013	1997
10.1007/s007780050014	2000
10.1007/s007780050015	1999
10.1007/s007780050016	2000
10.1007/s007780050017	1999
10.1007/s007780050018	2000
10.1007/s007780050019	1999
10.1007/s007780050022	1998
10.1007/s007780050023	1995
10.1007/s007780050025	1997
10.1007/s007780050026	2000
10.1007/s007780050027	1996
10.1007/s007780050028	2000
10.1007/s007780050029	1999
10.1007/s007780050030	1998
10.1007/s007780050032	1998
10.1007/s007780050033	2000
10.1007/s007780050037	2000
10.1007/s007780050038	1998
10.1007/s007780050040	1999
10.1007/s007780050041	1999
10.1007/s007780050042	2001
10.1007/s007780050043	2000
10.1007/s007780050045	2000
10.1007/s007780050047	1999
10.1007/s007780050049	2000
10.1007/s007780050051	1999
10.1007/s007780050053	2000
10.1007/s007780050056	1999
10.1007/s007780050059	1999
10.1007/s007780050060	2000
10.1007/s007780050071	2000
10.1007/s007780050074	1998
10.1007/s007780050084	2001
10.1007/s00780-015-0277-8	2016
10.1007/s007990050001	1999
10.1007/s007990050002	1999
10.1007/s007990050003	1998
10.1007/s007990050004	2001
10.1007/s007990050005	2001
10.1007/s007990050006	1999
10.1007/s007990050008	1997
10.1007/s007990050009	1998
10.1007/s007990050026	1999
10.1007/s101150050001	1999
10.1007/s10485-008-9137-4	2014
10.1016/0004-3702(70)90004-4	1992
10.1016/0004-3702(71)90003-8	1978
10.1016/0004-3702(71)90005-1	1994
10.1016/0004-3702(71)90006-3	1978
10.1016/0004-3702(71)90010-5	1999
10.1016/0004-3702(71)90012-9	1984
10.1016/0004-3702(71)90014-2	1991
10.1016/0004-3702(72)90040-9	1989
10.1016/0004-3702(73)90011-8	1993
10.1016/0004-3702(73)90013-1	1978
10.1016/0004-3702(74)90003-4	1997
10.1016/0004-3702(74)90026-5	1994
10.1016/0004-3702(75)90002-8	1995
10.1016/0004-3702(75)90005-3	1986
10.1016/0004-3702(75)90020-x	1993
10.1016/0004-3702(76)90003-5	1984
10.1016/0004-3702(76)90007-2	1986
10.1016/0004-3702(77)90003-0	1993
10.1016/0004-3702(77)90005-4	1997
10.1016/0004-3702(77)90007-8	1996
10.1016/0004-3702(77)90015-7	1995
10.1016/0004-3702(77)90018-2	1997
10.1016/0004-3702(77)90025-x	1983
10.1016/0004-3702(77)90029-7	1995
10.1016/0004-3702(77)90033-9	1997
10.1016/0004-3702(78)90010-3	1990
10.1016/0004-3702(78)90012-7	1991
10.1016/0004-3702(78)90015-2	1996
10.1016/0004-3702(79)90003-1	1998
10.1016/0004-3702(79)90008-0	1998
10.1016/0004-3702(79)90014-6	1995
10.1016/0004-3702(80)90003-x	1999
10.1016/0004-3702(80)90011-9	1996
10.1016/0004-3702(80)90012-0	1996
10.1016/0004-3702(80)90013-2	1994
10.1016/0004-3702(80)90014-4	1997
10.1016/0004-3702(80)90026-0	1994
10.1016/0004-3702(80)90032-6	1994
10.1016/0004-3702(80)90042-9	1994
10.1016/0004-3702(80)90043-0	1993
10.1016/0004-3702(80)90044-2	1997
10.1016/0004-3702(80)90051-x	1994
10.1016/0004-3702(81)90007-2	1994
10.1016/0004-3702(81)90008-4	1994
10.1016/0004-3702(81)90026-6	1986
10.1016/0004-3702(82)90012-1	1998
10.1016/0004-3702(82)90020-0	1999
10.1016/0004-3702(82)90021-2	1994
10.1016/0004-3702(82)90026-1	1984
10.1016/0004-3702(82)90035-2	1994
10.1016/0004-3702(82)90036-4	1983
10.1016/0004-3702(82)90038-8	1986
10.1016/0004-3702(82)90039-x	1995
10.1016/0004-3702(82)90040-6	1998
10.1016/0004-3702(83)90002-4	1998
10.1016/0004-3702(83)90003-6	1992
10.1016/0004-3702(83)90008-5	1993
10.1016/0004-3702(83)90009-7	1994
10.1016/0004-3702(83)90015-2	1996
10.1016/0004-3702(83)90016-4	1995
10.1016/0004-3702(83)90017-6	1987
10.1016/0004-3702(84)90004-3	1991
10.1016/0004-3702(84)90008-0	1997
10.1016/0004-3702(84)90009-2	1995
10.1016/0004-3702(84)90017-1	1995
10.1016/0004-3702(84)90036-5	1995
10.1016/0004-3702(84)90037-7	1995
10.1016/0004-3702(84)90038-9	1995
10.1016/0004-3702(84)90039-0	1993
10.1016/0004-3702(84)90040-7	1995
10.1016/0004-3702(84)90041-9	1995
10.1016/0004-3702(84)90042-0	1994
10.1016/0004-3702(84)90043-2	1996
10.1016/0004-3702(84)90046-8	1994
10.1016/0004-3702(84)90053-5	1994
10.1016/0004-3702(85)90003-7	1998
10.1016/0004-3702(85)90005-0	1990
10.1016/0004-3702(85)90012-8	1994
10.1016/0004-3702(85)90016-5	2000
10.1016/0004-3702(85)90028-1	1994
10.1016/0004-3702(85)90029-3	1995
10.1016/0004-3702(85)90040-2	1994
10.1016/0004-3702(85)90042-6	1997
10.1016/0004-3702(85)90052-9	1997
10.1016/0004-3702(85)90055-4	1988
10.1016/0004-3702(85)90063-3	1993
10.1016/0004-3702(85)90064-5	1994
10.1016/0004-3702(85)90074-8	1994
10.1016/0004-3702(85)90082-7	1994
10.1016/0004-3702(85)90083-9	1993
10.1016/0004-3702(86)90001-9	1992
10.1016/0004-3702(86)90003-2	1989
10.1016/0004-3702(86)90016-0	1988
10.1016/0004-3702(86)90030-5	1997
10.1016/0004-3702(86)90031-7	2001
10.1016/0004-3702(86)90032-9	1997
10.1016/0004-3702(86)90067-6	1998
10.1016/0004-3702(86)90068-8	1991
10.1016/0004-3702(86)90072-x	1999
10.1016/0004-3702(86)90073-1	1995
10.1016/0004-3702(86)90080-9	1994
10.1016/0004-3702(86)90081-0	1994
10.1016/0004-3702(86)90082-2	1994
10.1016/0004-3702(86)90083-4	2001
10.1016/0004-3702(87)90002-6	1994
10.1016/0004-3702(87)90005-1	1997
10.1016/0004-3702(87)90011-7	1997
10.1016/0004-3702(87)90034-8	1996
10.1016/0004-3702(87)90040-3	1996
10.1016/0004-3702(87)90051-8	1991
10.1016/0004-3702(87)90052-x	1999
10.1016/0004-3702(87)90061-0	1998
10.1016/0004-3702(87)90062-2	1996
10.1016/0004-3702(87)90063-4	1997
10.1016/0004-3702(87)90068-3	1997
10.1016/0004-3702(87)90081-6	1995
10.1016/0004-3702(87)90083-x	1991
10.1016/0004-3702(87)90091-9	1991
10.1016/0004-3702(87)90092-0	1999
10.1016/0004-3702(88)90002-1	1997
10.1016/0004-3702(88)90011-2	1992
10.1016/0004-3702(88)90013-6	1996
10.1016/0004-3702(88)90014-8	1997
10.1016/0004-3702(88)90021-5	1996
10.1016/0004-3702(88)90023-9	2000
10.1016/0004-3702(88)90033-1	1991
10.1016/0004-3702(88)90049-5	1997
10.1016/0004-3702(88)90063-x	1994
10.1016/0004-3702(88)90066-5	1994
10.1016/0004-3702(88)90076-8	1998
10.1016/0004-3702(88)90077-x	1996
10.1016/0004-3702(88)90087-2	1998
10.1016/0004-3702(89)90002-7	1998
10.1016/0004-3702(89)90008-8	1998
10.1016/0004-3702(89)90009-x	1992
10.1016/0004-3702(89)90017-9	1998
10.1016/0004-3702(89)90025-8	1998
10.1016/0004-3702(89)90026-x	1992
10.1016/0004-3702(89)90036-2	1995
10.1016/0004-3702(89)90037-4	2000
10.1016/0004-3702(89)90045-3	1996
10.1016/0004-3702(89)90046-5	1998
10.1016/0004-3702(89)90047-7	1994
10.1016/0004-3702(89)90049-0	1999
10.1016/0004-3702(89)90050-7	1992
10.1016/0004-3702(89)90053-2	1995
10.1016/0004-3702(89)90067-2	1992
10.1016/0004-3702(89)90068-4	1993
10.1016/0004-3702(89)90078-7	1996
10.1016/0004-3702(89)90080-5	2000
10.1016/0004-3702(90)90012-o	1996
10.1016/0004-3702(90)90039-3	1992
10.1016/0004-3702(90)90041-w	1995
10.1016/0004-3702(90)90046-3	1999
10.1016/0004-3702(90)90054-4	1995
10.1016/0004-3702(90)90055-5	1994
10.1016/0004-3702(90)90059-9	1998
10.1016/0004-3702(90)90060-d	1998
10.1016/0004-3702(90)90086-f	1990
10.1016/0004-3702(90)90087-g	1995
10.1016/0004-3702(90)90101-5	1995
10.1016/0004-3702(90)90103-7	1992
10.1016/0004-3702(91)90005-5	1996
10.1016/0004-3702(91)90006-6	1998
10.1016/0004-3702(91)90009-9	1996
10.1016/0004-3702(91)90011-8	1997
10.1016/0004-3702(91)90015-c	1992
10.1016/0004-3702(91)90029-j	1997
10.1016/0004-3702(91)90051-k	1992
10.1016/0004-3702(91)90052-l	1992
10.1016/0004-3702(91)90055-o	1995
10.1016/0004-3702(91)90057-q	1997
10.1016/0004-3702(91)90059-s	1993
10.1016/0004-3702(91)90069-v	1999
10.1016/0004-3702(91)90078-x	1999
10.1016/0004-3702(91)90092-x	1992
10.1016/0004-3702(91)90098-5	1993
10.1016/0004-3702(91)90101-o	1994
10.1016/0004-3702(91)90113-x	1995
10.1016/0004-3702(91)90116-2	1995
10.1016/0004-3702(92)90003-g	1996
10.1016/0004-3702(92)90007-k	1998
10.1016/0004-3702(92)90009-m	1998
10.1016/0004-3702(92)90018-s	1998
10.1016/0004-3702(92)90027-u	1996
10.1016/0004-3702(92)90037-x	1998
10.1016/0004-3702(92)90043-w	2000
10.1016/0004-3702(92)90055-3	1997
10.1016/0004-3702(92)90056-4	1997
10.1016/0004-3702(92)90064-5	1994
10.1016/0004-3702(92)90065-6	1996
10.1016/0004-3702(92)90066-7	1995
10.1016/0004-3702(92)90070-e	1996
10.1016/0004-3702(92)90075-9	1993
10.1016/0004-3702(92)90076-a	1998
10.1016/0004-3702(92)90087-e	1998
10.1016/0004-3702(92)90090-k	1999
10.1016/0004-3702(92)90104-6	1996
10.1016/0004-3702(93)90022-4	1997
10.1016/0004-3702(93)90033-8	1994
10.1016/0004-3702(93)90036-b	1995
10.1016/0004-3702(93)90045-d	1998
10.1016/0004-3702(93)90061-f	1998
10.1016/0004-3702(93)90062-g	1995
10.1016/0004-3702(93)90067-l	1996
10.1016/0004-3702(93)90068-m	1998
10.1016/0004-3702(93)90090-x	1998
10.1016/0004-3702(93)90167-a	1996
10.1016/0004-3702(93)90170-g	2000
10.1016/0004-3702(93)90191-d	1995
10.1016/0004-3702(94)00040-9	1998
10.1016/0004-3702(94)00072-9	1996
10.1016/0004-3702(94)00073-a	1998
10.1016/0004-3702(94)90003-5	2000
10.1016/0004-3702(94)90068-x	2000
10.1016/0004-3702(94)90079-5	2001
10.1016/0004-3702(94)90084-1	1997
10.1016/0004-3702(94)90097-3	1998
10.1016/0004-3702(94)90112-0	1997
10.1016/0004-3702(95)00097-6	1998
10.1016/0004-3702(95)00100-x	1999
10.1016/0004-3702(96)00004-5	2000
10.1016/0020-0190(71)90006-8	1991
10.1016/0020-0190(72)90045-2	1993
10.1016/0020-0190(73)90019-7	1975
10.1016/0020-0190(75)90034-4	1984
10.1016/0020-0190(75)90044-7	1984
10.1016/0020-0190(76)90003-x	1981
10.1016/0020-0190(76)90005-3	1993
10.1016/0020-0190(76)90095-8	1997
10.1016/0020-0190(77)90009-6	1988
10.1016/0020-0190(77)90013-8	1995
10.1016/0020-0190(77)90017-5	1995
10.1016/0020-0190(77)90070-9	1984
10.1016/0020-0190(77)90072-2	1988
10.1016/0020-0190(77)90078-3	1992
10.1016/0020-0190(78)90005-4	1979
10.1016/0020-0190(78)90013-3	1981
10.1016/0020-0190(78)90016-9	1993
10.1016/0020-0190(78)90055-8	1993
10.1016/0020-0190(78)90062-5	1997
10.1016/0020-0190(79)90002-4	1995
10.1016/0020-0190(79)90060-7	1986
10.1016/0020-0190(79)90082-6	1999
10.1016/0020-0190(79)90091-7	1993
10.1016/0020-0190(79)90117-0	1985
10.1016/0020-0190(79)90138-8	1996
10.1016/0020-0190(80)90008-3	1991
10.1016/0020-0190(80)90013-7	1984
10.1016/0020-0190(80)90021-6	1999
10.1016/0020-0190(80)90053-8	1999
10.1016/0020-0190(80)90114-3	1987
10.1016/0020-0190(80)90122-2	1989
10.1016/0020-0190(80)90132-5	1986
10.1016/0020-0190(81)90002-8	1983
10.1016/0020-0190(81)90025-9	1998
10.1016/0020-0190(81)90026-0	1994
10.1016/0020-0190(81)90033-8	1988
10.1016/0020-0190(81)90047-8	1983
10.1016/0020-0190(81)90053-3	1999
10.1016/0020-0190(81)90076-4	1983
10.1016/0020-0190(81)90092-2	1997
10.1016/0020-0190(81)90093-4	1999
10.1016/0020-0190(81)90101-0	1982
10.1016/0020-0190(81)90111-3	1999
10.1016/0020-0190(82)90027-8	1998
10.1016/0020-0190(82)90033-3	1992
10.1016/0020-0190(82)90034-5	1999
10.1016/0020-0190(82)90035-7	1984
10.1016/0020-0190(82)90037-0	1985
10.1016/0020-0190(82)90042-4	1995
10.1016/0020-0190(82)90065-5	1991
10.1016/0020-0190(82)90070-9	1996
10.1016/0020-0190(82)90085-0	1986
10.1016/0020-0190(82)90087-4	1989
10.1016/0020-0190(82)90088-6	1981
10.1016/0020-0190(82)90106-5	1999
10.1016/0020-0190(82)90110-7	1994
10.1016/0020-0190(82)90123-5	1991
10.1016/0020-0190(82)90134-x	1990
10.1016/0020-0190(83)90005-4	2001
10.1016/0020-0190(83)90030-3	1992
10.1016/0020-0190(83)90033-9	2000
10.1016/0020-0190(83)90038-8	1990
10.1016/0020-0190(83)90052-2	2002
10.1016/0020-0190(83)90055-8	2002
10.1016/0020-0190(83)90066-2	1997
10.1016/0020-0190(83)90068-6	1992
10.1016/0020-0190(83)90075-3	1995
10.1016/0020-0190(83)90089-3	1992
10.1016/0020-0190(83)90092-3	1992
10.1016/0020-0190(83)90098-4	1992
10.1016/0020-0190(83)90099-6	1991
10.1016/0020-0190(84)90004-8	1999
10.1016/0020-0190(84)90005-x	1986
10.1016/0020-0190(84)90013-9	1992
10.1016/0020-0190(84)90027-9	1992
10.1016/0020-0190(84)90029-2	1986
10.1016/0020-0190(84)90059-0	1989
10.1016/0020-0190(84)90070-x	1984
10.1016/0020-0190(84)90071-1	1992
10.1016/0020-0190(84)90085-1	1989
10.1016/0020-0190(84)90096-6	1995
10.1016/0020-0190(84)90101-7	1995
10.1016/0020-0190(84)90123-6	1988
10.1016/0020-0190(85)90033-x	1987
10.1016/0020-0190(85)90046-8	1988
10.1016/0020-0190(85)90077-8	1997
10.1016/0020-0190(85)90101-2	1995
10.1016/0020-0190(85)90130-9	1986
10.1016/0020-0190(86)90063-3	1989
10.1016/0020-0190(86)90072-4	1992
10.1016/0020-0190(86)90074-8	1997
10.1016/0020-0190(86)90101-8	1992
10.1016/0020-0190(86)90104-3	1993
10.1016/0020-0190(86)90128-6	1994
10.1016/0020-0190(86)90138-9	1999
10.1016/0020-0190(87)90029-9	1989
10.1016/0020-0190(87)90030-5	1993
10.1016/0020-0190(87)90054-8	1992
10.1016/0020-0190(87)90086-x	1996
10.1016/0020-0190(87)90110-4	1995
10.1016/0020-0190(87)90114-1	1997
10.1016/0020-0190(87)90135-9	1991
10.1016/0020-0190(87)90171-2	1994
10.1016/0020-0190(87)90202-x	1988
10.1016/0020-0190(87)90232-8	1989
10.1016/0020-0190(88)90054-3	2002
10.1016/0020-0190(88)90058-0	1991
10.1016/0020-0190(88)90063-4	1988
10.1016/0020-0190(88)90065-8	1997
10.1016/0020-0190(88)90070-1	1992
10.1016/0020-0190(88)90094-4	1997
10.1016/0020-0190(88)90124-x	1995
10.1016/0020-0190(88)90125-1	1992
10.1016/0020-0190(88)90136-6	1996
10.1016/0020-0190(88)90164-0	1990
10.1016/0020-0190(88)90180-9	1991
